instant,dteday,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,year
14759,2012-09-12,Fall,0,Wednesday,1,1,0.5,0.4848,0.77,0.0896,0,7,7,September,2012
14760,2012-09-12,Fall,0,Wednesday,1,1,0.5,0.4848,0.72,0.0896,0,5,5,September,2012
14761,2012-09-12,Fall,0,Wednesday,1,1,0.5,0.4848,0.72,0.0896,4,44,48,September,2012
14762,2012-09-12,Fall,0,Wednesday,1,1,0.5,0.4848,0.72,0.0896,6,199,205,September,2012
14763,2012-09-12,Fall,0,Wednesday,1,1,0.52,0.5,0.72,0.0,24,533,557,September,2012
14764,2012-09-12,Fall,0,Wednesday,1,1,0.56,0.5303,0.64,0.1045,43,727,770,September,2012
14765,2012-09-12,Fall,0,Wednesday,1,1,0.6,0.6061,0.64,0.1343,50,278,328,September,2012
14766,2012-09-12,Fall,0,Wednesday,1,1,0.62,0.6061,0.61,0.1343,57,148,205,September,2012
14767,2012-09-12,Fall,0,Wednesday,1,1,0.66,0.6212,0.5,0.194,51,181,232,September,2012
14768,2012-09-12,Fall,0,Wednesday,1,1,0.68,0.6364,0.36,0.1343,88,264,352,September,2012
14769,2012-09-12,Fall,0,Wednesday,1,1,0.7,0.6364,0.34,0.1343,85,238,323,September,2012
14770,2012-09-12,Fall,0,Wednesday,1,1,0.7,0.6364,0.37,0.1642,78,200,278,September,2012
14771,2012-09-12,Fall,0,Wednesday,1,1,0.72,0.6515,0.37,0.1343,75,243,318,September,2012
14772,2012-09-12,Fall,0,Wednesday,1,1,0.72,0.6515,0.37,0.1642,90,419,509,September,2012
14773,2012-09-12,Fall,0,Wednesday,1,1,0.7,0.6364,0.41,0.2985,114,811,925,September,2012
14774,2012-09-12,Fall,0,Wednesday,1,1,0.66,0.6212,0.44,0.2537,91,886,977,September,2012
14775,2012-09-12,Fall,0,Wednesday,1,1,0.64,0.6212,0.5,0.194,78,557,635,September,2012
14776,2012-09-12,Fall,0,Wednesday,1,1,0.62,0.6212,0.57,0.1343,38,432,470,September,2012
14777,2012-09-12,Fall,0,Wednesday,1,1,0.6,0.6061,0.6,0.1343,27,279,306,September,2012
14778,2012-09-12,Fall,0,Wednesday,1,1,0.56,0.5303,0.64,0.0896,23,189,212,September,2012
14779,2012-09-12,Fall,0,Wednesday,1,1,0.56,0.5303,0.68,0.1045,16,111,127,September,2012
14780,2012-09-13,Fall,0,Thursday,1,1,0.56,0.5303,0.73,0.0896,11,46,57,September,2012
14781,2012-09-13,Fall,0,Thursday,1,1,0.54,0.5152,0.77,0.0896,6,22,28,September,2012
14782,2012-09-13,Fall,0,Thursday,1,1,0.54,0.5152,0.77,0.0,0,9,9,September,2012
14783,2012-09-13,Fall,0,Thursday,1,1,0.52,0.5,0.83,0.0,2,9,11,September,2012
14784,2012-09-13,Fall,0,Thursday,1,1,0.52,0.5,0.83,0.0,0,6,6,September,2012
14785,2012-09-13,Fall,0,Thursday,1,1,0.52,0.5,0.83,0.0,3,54,57,September,2012
14786,2012-09-13,Fall,0,Thursday,1,1,0.5,0.4848,0.82,0.0,9,186,195,September,2012
14787,2012-09-13,Fall,0,Thursday,1,1,0.54,0.5152,0.77,0.0,22,549,571,September,2012
14788,2012-09-13,Fall,0,Thursday,1,1,0.56,0.5303,0.73,0.0,33,725,758,September,2012
14789,2012-09-13,Fall,0,Thursday,1,1,0.6,0.6061,0.64,0.0896,46,292,338,September,2012
14790,2012-09-13,Fall,0,Thursday,1,1,0.64,0.6212,0.61,0.0896,63,149,212,September,2012
14791,2012-09-13,Fall,0,Thursday,1,1,0.66,0.6212,0.5,0.1642,71,183,254,September,2012
14792,2012-09-13,Fall,0,Thursday,1,1,0.68,0.6364,0.44,0.1045,57,240,297,September,2012
14793,2012-09-13,Fall,0,Thursday,1,1,0.7,0.6364,0.42,0.0,60,223,283,September,2012
14794,2012-09-13,Fall,0,Thursday,1,1,0.72,0.6515,0.39,0.1343,60,214,274,September,2012
14795,2012-09-13,Fall,0,Thursday,1,1,0.72,0.6515,0.42,0.1045,99,253,352,September,2012
14796,2012-09-13,Fall,0,Thursday,1,1,0.72,0.6515,0.39,0.0896,85,406,491,September,2012
14797,2012-09-13,Fall,0,Thursday,1,1,0.72,0.6515,0.42,0.194,97,787,884,September,2012
14798,2012-09-13,Fall,0,Thursday,1,1,0.68,0.6364,0.57,0.2537,108,744,852,September,2012
14799,2012-09-13,Fall,0,Thursday,1,1,0.64,0.6061,0.65,0.1343,80,594,674,September,2012
14800,2012-09-13,Fall,0,Thursday,1,1,0.62,0.6061,0.69,0.1045,55,408,463,September,2012
14801,2012-09-13,Fall,0,Thursday,1,1,0.62,0.6061,0.65,0.1045,26,291,317,September,2012
14802,2012-09-13,Fall,0,Thursday,1,1,0.6,0.5909,0.69,0.1343,28,223,251,September,2012
14803,2012-09-13,Fall,0,Thursday,1,1,0.58,0.5455,0.73,0.1045,33,137,170,September,2012
14804,2012-09-14,Fall,0,Friday,1,1,0.56,0.5303,0.73,0.0896,24,63,87,September,2012
14805,2012-09-14,Fall,0,Friday,1,1,0.56,0.5303,0.73,0.0896,6,35,41,September,2012
14806,2012-09-14,Fall,0,Friday,1,1,0.56,0.5303,0.73,0.0,7,23,30,September,2012
14807,2012-09-14,Fall,0,Friday,1,1,0.54,0.5152,0.77,0.0,5,9,14,September,2012
14808,2012-09-14,Fall,0,Friday,1,1,0.54,0.5152,0.77,0.0,1,11,12,September,2012
14809,2012-09-14,Fall,0,Friday,1,1,0.54,0.5152,0.83,0.0,1,40,41,September,2012
14810,2012-09-14,Fall,0,Friday,1,1,0.54,0.5152,0.88,0.0,8,144,152,September,2012
14811,2012-09-14,Fall,0,Friday,1,2,0.56,0.5303,0.88,0.0,17,437,454,September,2012
14812,2012-09-14,Fall,0,Friday,1,2,0.6,0.5758,0.78,0.1642,51,715,766,September,2012
14813,2012-09-14,Fall,0,Friday,1,2,0.62,0.5909,0.78,0.1642,46,301,347,September,2012
14814,2012-09-14,Fall,0,Friday,1,2,0.68,0.6364,0.65,0.0,75,171,246,September,2012
14815,2012-09-14,Fall,0,Friday,1,2,0.68,0.6364,0.61,0.1045,84,196,280,September,2012
14816,2012-09-14,Fall,0,Friday,1,2,0.7,0.6515,0.54,0.194,119,290,409,September,2012
14817,2012-09-14,Fall,0,Friday,1,2,0.7,0.6515,0.54,0.194,107,301,408,September,2012
14818,2012-09-14,Fall,0,Friday,1,2,0.72,0.6515,0.45,0.1642,113,258,371,September,2012
14819,2012-09-14,Fall,0,Friday,1,2,0.72,0.6667,0.48,0.1343,94,273,367,September,2012
14820,2012-09-14,Fall,0,Friday,1,2,0.72,0.6667,0.51,0.0,109,454,563,September,2012
14821,2012-09-14,Fall,0,Friday,1,1,0.72,0.6667,0.51,0.194,137,757,894,September,2012
14822,2012-09-14,Fall,0,Friday,1,1,0.72,0.6515,0.45,0.2239,116,692,808,September,2012
14823,2012-09-14,Fall,0,Friday,1,1,0.68,0.6364,0.57,0.1642,83,496,579,September,2012
14824,2012-09-14,Fall,0,Friday,1,1,0.66,0.6212,0.61,0.1045,67,337,404,September,2012
14825,2012-09-14,Fall,0,Friday,1,1,0.64,0.6061,0.73,0.2239,42,270,312,September,2012
14826,2012-09-14,Fall,0,Friday,1,1,0.62,0.5758,0.83,0.194,40,189,229,September,2012
14827,2012-09-14,Fall,0,Friday,1,1,0.62,0.5909,0.78,0.0896,27,168,195,September,2012
14828,2012-09-15,Fall,0,Saturday,0,1,0.6,0.5606,0.83,0.1045,38,169,207,September,2012
14829,2012-09-15,Fall,0,Saturday,0,1,0.6,0.5909,0.73,0.0,8,101,109,September,2012
14830,2012-09-15,Fall,0,Saturday,0,1,0.58,0.5455,0.78,0.1045,18,75,93,September,2012
14831,2012-09-15,Fall,0,Saturday,0,1,0.6,0.5909,0.73,0.2537,6,31,37,September,2012
14832,2012-09-15,Fall,0,Saturday,0,2,0.6,0.5909,0.69,0.3582,3,3,6,September,2012
14833,2012-09-15,Fall,0,Saturday,0,1,0.58,0.5455,0.6,0.5224,1,15,16,September,2012
14834,2012-09-15,Fall,0,Saturday,0,1,0.54,0.5152,0.49,0.4179,6,27,33,September,2012
14835,2012-09-15,Fall,0,Saturday,0,1,0.54,0.5152,0.52,0.2836,10,63,73,September,2012
14836,2012-09-15,Fall,0,Saturday,0,1,0.56,0.5303,0.49,0.4179,43,169,212,September,2012
14837,2012-09-15,Fall,0,Saturday,0,1,0.6,0.6212,0.43,0.4179,79,263,342,September,2012
14838,2012-09-15,Fall,0,Saturday,0,1,0.62,0.6212,0.41,0.3881,119,323,442,September,2012
14839,2012-09-15,Fall,0,Saturday,0,1,0.64,0.6212,0.38,0.3881,228,399,627,September,2012
14840,2012-09-15,Fall,0,Saturday,0,1,0.66,0.6212,0.36,0.3582,287,419,706,September,2012
14841,2012-09-15,Fall,0,Saturday,0,1,0.68,0.6364,0.36,0.194,327,377,704,September,2012
14842,2012-09-15,Fall,0,Saturday,0,1,0.68,0.6364,0.34,0.3284,325,390,715,September,2012
14843,2012-09-15,Fall,0,Saturday,0,2,0.68,0.6364,0.34,0.2836,312,342,654,September,2012
14844,2012-09-15,Fall,0,Saturday,0,2,0.66,0.6212,0.36,0.2239,350,433,783,September,2012
14845,2012-09-15,Fall,0,Saturday,0,2,0.66,0.6212,0.36,0.2537,295,434,729,September,2012
14846,2012-09-15,Fall,0,Saturday,0,2,0.64,0.6212,0.36,0.2836,232,382,614,September,2012
14847,2012-09-15,Fall,0,Saturday,0,1,0.62,0.6212,0.41,0.1642,169,309,478,September,2012
14848,2012-09-15,Fall,0,Saturday,0,1,0.6,0.6212,0.43,0.0896,89,241,330,September,2012
14849,2012-09-15,Fall,0,Saturday,0,1,0.56,0.5303,0.52,0.1045,86,210,296,September,2012
14850,2012-09-15,Fall,0,Saturday,0,1,0.56,0.5303,0.52,0.0,82,197,279,September,2012
14851,2012-09-15,Fall,0,Saturday,0,1,0.54,0.5152,0.6,0.0,47,182,229,September,2012
14852,2012-09-16,Fall,0,Sunday,0,1,0.54,0.5152,0.64,0.0,28,123,151,September,2012
14853,2012-09-16,Fall,0,Sunday,0,1,0.54,0.5152,0.64,0.0,35,82,117,September,2012
14854,2012-09-16,Fall,0,Sunday,0,1,0.52,0.5,0.63,0.0,27,62,89,September,2012
14855,2012-09-16,Fall,0,Sunday,0,1,0.5,0.4848,0.68,0.0,10,38,48,September,2012
14856,2012-09-16,Fall,0,Sunday,0,1,0.5,0.4848,0.72,0.0,2,6,8,September,2012
14857,2012-09-16,Fall,0,Sunday,0,1,0.5,0.4848,0.72,0.0,3,10,13,September,2012
14858,2012-09-16,Fall,0,Sunday,0,1,0.5,0.4848,0.72,0.0,9,26,35,September,2012
14859,2012-09-16,Fall,0,Sunday,0,1,0.5,0.4848,0.77,0.1045,28,43,71,September,2012
14860,2012-09-16,Fall,0,Sunday,0,1,0.54,0.5152,0.64,0.1642,34,94,128,September,2012
14861,2012-09-16,Fall,0,Sunday,0,1,0.58,0.5455,0.6,0.1343,70,226,296,September,2012
14862,2012-09-16,Fall,0,Sunday,0,1,0.62,0.6212,0.5,0.1045,160,330,490,September,2012
14863,2012-09-16,Fall,0,Sunday,0,1,0.64,0.6212,0.47,0.1642,183,376,559,September,2012
14864,2012-09-16,Fall,0,Sunday,0,1,0.66,0.6212,0.44,0.1642,188,468,656,September,2012
14865,2012-09-16,Fall,0,Sunday,0,1,0.64,0.6212,0.41,0.1642,240,454,694,September,2012
14866,2012-09-16,Fall,0,Sunday,0,1,0.66,0.6212,0.39,0.1343,225,410,635,September,2012
14867,2012-09-16,Fall,0,Sunday,0,1,0.64,0.6212,0.41,0.1642,215,342,557,September,2012
14868,2012-09-16,Fall,0,Sunday,0,1,0.64,0.6212,0.44,0.1642,194,402,596,September,2012
14869,2012-09-16,Fall,0,Sunday,0,1,0.66,0.6212,0.41,0.0,177,393,570,September,2012
14870,2012-09-16,Fall,0,Sunday,0,1,0.62,0.6212,0.5,0.1642,120,361,481,September,2012
14871,2012-09-16,Fall,0,Sunday,0,1,0.62,0.6212,0.5,0.1343,91,312,403,September,2012
14872,2012-09-16,Fall,0,Sunday,0,1,0.6,0.6212,0.53,0.1045,57,267,324,September,2012
14873,2012-09-16,Fall,0,Sunday,0,1,0.6,0.6212,0.56,0.1045,43,148,191,September,2012
14874,2012-09-16,Fall,0,Sunday,0,1,0.56,0.5303,0.68,0.0896,18,109,127,September,2012
14875,2012-09-16,Fall,0,Sunday,0,1,0.54,0.5152,0.68,0.1045,9,85,94,September,2012
14876,2012-09-17,Fall,0,Monday,1,1,0.54,0.5152,0.68,0.1642,14,31,45,September,2012
14877,2012-09-17,Fall,0,Monday,1,1,0.52,0.5,0.72,0.0896,9,12,21,September,2012
14878,2012-09-17,Fall,0,Monday,1,1,0.52,0.5,0.72,0.0,5,8,13,September,2012
14879,2012-09-17,Fall,0,Monday,1,1,0.5,0.4848,0.77,0.0896,0,7,7,September,2012
14880,2012-09-17,Fall,0,Monday,1,1,0.5,0.4848,0.77,0.0,2,9,11,September,2012
14881,2012-09-17,Fall,0,Monday,1,1,0.48,0.4697,0.82,0.0896,1,44,45,September,2012
14882,2012-09-17,Fall,0,Monday,1,1,0.48,0.4697,0.82,0.0,7,157,164,September,2012
14883,2012-09-17,Fall,0,Monday,1,1,0.52,0.5,0.77,0.0,18,474,492,September,2012
14884,2012-09-17,Fall,0,Monday,1,1,0.54,0.5152,0.77,0.0896,36,647,683,September,2012
14885,2012-09-17,Fall,0,Monday,1,1,0.58,0.5455,0.68,0.1343,34,265,299,September,2012
14886,2012-09-17,Fall,0,Monday,1,2,0.62,0.6061,0.65,0.194,73,129,202,September,2012
14887,2012-09-17,Fall,0,Monday,1,2,0.62,0.6061,0.69,0.2239,61,191,252,September,2012
14888,2012-09-17,Fall,0,Monday,1,2,0.62,0.6061,0.69,0.194,62,233,295,September,2012
14889,2012-09-17,Fall,0,Monday,1,1,0.64,0.6061,0.65,0.2537,112,231,343,September,2012
14890,2012-09-17,Fall,0,Monday,1,2,0.64,0.6061,0.65,0.2537,129,203,332,September,2012
14891,2012-09-17,Fall,0,Monday,1,2,0.64,0.6061,0.65,0.2537,82,256,338,September,2012
14892,2012-09-17,Fall,0,Monday,1,2,0.64,0.6061,0.69,0.2537,74,379,453,September,2012
14893,2012-09-17,Fall,0,Monday,1,2,0.64,0.6061,0.65,0.2239,102,740,842,September,2012
14894,2012-09-17,Fall,0,Monday,1,2,0.62,0.5909,0.73,0.1642,66,708,774,September,2012
14895,2012-09-17,Fall,0,Monday,1,2,0.62,0.5909,0.73,0.1045,51,435,486,September,2012
14896,2012-09-17,Fall,0,Monday,1,2,0.62,0.5909,0.73,0.1343,32,308,340,September,2012
14897,2012-09-17,Fall,0,Monday,1,3,0.62,0.5758,0.83,0.2239,28,205,233,September,2012
14898,2012-09-17,Fall,0,Monday,1,3,0.62,0.5758,0.83,0.2537,20,109,129,September,2012
14899,2012-09-17,Fall,0,Monday,1,3,0.6,0.5152,0.94,0.2537,4,66,70,September,2012
14900,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5152,0.94,0.2537,2,11,13,September,2012
14901,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5152,0.94,0.194,0,5,5,September,2012
14902,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5152,0.94,0.194,0,4,4,September,2012
14903,2012-09-18,Fall,0,Tuesday,1,2,0.62,0.5455,0.94,0.2836,0,6,6,September,2012
14904,2012-09-18,Fall,0,Tuesday,1,2,0.62,0.5455,0.94,0.3582,2,5,7,September,2012
14905,2012-09-18,Fall,0,Tuesday,1,2,0.64,0.5758,0.89,0.3284,3,45,48,September,2012
14906,2012-09-18,Fall,0,Tuesday,1,2,0.64,0.5758,0.89,0.3284,4,163,167,September,2012
14907,2012-09-18,Fall,0,Tuesday,1,2,0.64,0.5758,0.89,0.4478,13,343,356,September,2012
14908,2012-09-18,Fall,0,Tuesday,1,2,0.66,0.6061,0.83,0.5522,32,640,672,September,2012
14909,2012-09-18,Fall,0,Tuesday,1,2,0.66,0.6061,0.83,0.5821,27,266,293,September,2012
14910,2012-09-18,Fall,0,Tuesday,1,3,0.68,0.6364,0.79,0.6418,30,130,160,September,2012
14911,2012-09-18,Fall,0,Tuesday,1,2,0.68,0.6364,0.79,0.6418,36,115,151,September,2012
14912,2012-09-18,Fall,0,Tuesday,1,3,0.68,0.6364,0.83,0.4478,16,72,88,September,2012
14913,2012-09-18,Fall,0,Tuesday,1,2,0.7,0.6667,0.74,0.5821,17,97,114,September,2012
14914,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5152,0.94,0.4627,27,116,143,September,2012
14915,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5455,0.88,0.2537,1,35,36,September,2012
14916,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5455,0.88,0.2985,19,122,141,September,2012
14917,2012-09-18,Fall,0,Tuesday,1,3,0.6,0.5455,0.88,0.194,36,302,338,September,2012
14918,2012-09-18,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.1642,19,262,281,September,2012
14919,2012-09-18,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.2985,22,302,324,September,2012
14920,2012-09-18,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.194,19,271,290,September,2012
14921,2012-09-18,Fall,0,Tuesday,1,2,0.6,0.5455,0.88,0.194,21,186,207,September,2012
14922,2012-09-18,Fall,0,Tuesday,1,3,0.58,0.5455,0.83,0.4627,14,137,151,September,2012
14923,2012-09-18,Fall,0,Tuesday,1,2,0.56,0.5303,0.83,0.2239,11,67,78,September,2012
14924,2012-09-19,Fall,0,Wednesday,1,2,0.56,0.5303,0.68,0.2836,3,23,26,September,2012
14925,2012-09-19,Fall,0,Wednesday,1,2,0.54,0.5152,0.68,0.2537,0,12,12,September,2012
14926,2012-09-19,Fall,0,Wednesday,1,2,0.54,0.5152,0.64,0.3284,0,3,3,September,2012
14927,2012-09-19,Fall,0,Wednesday,1,2,0.52,0.5,0.63,0.2537,1,4,5,September,2012
14928,2012-09-19,Fall,0,Wednesday,1,2,0.52,0.5,0.68,0.3582,0,10,10,September,2012
14929,2012-09-19,Fall,0,Wednesday,1,2,0.52,0.5,0.68,0.2836,2,54,56,September,2012
14930,2012-09-19,Fall,0,Wednesday,1,1,0.52,0.5,0.63,0.2537,6,166,172,September,2012
14931,2012-09-19,Fall,0,Wednesday,1,1,0.52,0.5,0.63,0.2239,16,529,545,September,2012
14932,2012-09-19,Fall,0,Wednesday,1,1,0.52,0.5,0.59,0.2239,39,758,797,September,2012
14933,2012-09-19,Fall,0,Wednesday,1,1,0.54,0.5152,0.6,0.2537,26,336,362,September,2012
14934,2012-09-19,Fall,0,Wednesday,1,1,0.56,0.5303,0.52,0.194,23,169,192,September,2012
14935,2012-09-19,Fall,0,Wednesday,1,1,0.6,0.6212,0.43,0.2537,44,203,247,September,2012
14936,2012-09-19,Fall,0,Wednesday,1,1,0.6,0.6212,0.43,0.2537,53,260,313,September,2012
14937,2012-09-19,Fall,0,Wednesday,1,1,0.6,0.6212,0.4,0.2537,55,234,289,September,2012
14938,2012-09-19,Fall,0,Wednesday,1,1,0.62,0.6212,0.38,0.2537,59,227,286,September,2012
14939,2012-09-19,Fall,0,Wednesday,1,1,0.62,0.6212,0.35,0.0,57,254,311,September,2012
14940,2012-09-19,Fall,0,Wednesday,1,1,0.62,0.6212,0.35,0.0,69,397,466,September,2012
14941,2012-09-19,Fall,0,Wednesday,1,1,0.6,0.6212,0.38,0.2239,74,812,886,September,2012
14942,2012-09-19,Fall,0,Wednesday,1,1,0.58,0.5455,0.4,0.2836,85,807,892,September,2012
14943,2012-09-19,Fall,0,Wednesday,1,1,0.56,0.5303,0.43,0.2239,72,539,611,September,2012
14944,2012-09-19,Fall,0,Wednesday,1,1,0.52,0.5,0.48,0.1642,31,378,409,September,2012
14945,2012-09-19,Fall,0,Wednesday,1,1,0.5,0.4848,0.59,0.1642,25,324,349,September,2012
14946,2012-09-19,Fall,0,Wednesday,1,1,0.5,0.4848,0.63,0.0896,31,198,229,September,2012
14947,2012-09-19,Fall,0,Wednesday,1,1,0.48,0.4697,0.67,0.0896,17,106,123,September,2012
14948,2012-09-20,Fall,0,Thursday,1,1,0.5,0.4848,0.63,0.0,12,46,58,September,2012
14949,2012-09-20,Fall,0,Thursday,1,1,0.46,0.4545,0.72,0.1045,4,14,18,September,2012
14950,2012-09-20,Fall,0,Thursday,1,1,0.46,0.4545,0.72,0.0896,2,9,11,September,2012
14951,2012-09-20,Fall,0,Thursday,1,1,0.44,0.4394,0.77,0.0,0,6,6,September,2012
14952,2012-09-20,Fall,0,Thursday,1,1,0.44,0.4394,0.77,0.1045,0,6,6,September,2012
14953,2012-09-20,Fall,0,Thursday,1,1,0.44,0.4394,0.77,0.1045,4,52,56,September,2012
14954,2012-09-20,Fall,0,Thursday,1,1,0.44,0.4394,0.77,0.0,9,161,170,September,2012
14955,2012-09-20,Fall,0,Thursday,1,1,0.46,0.4545,0.82,0.1045,20,514,534,September,2012
14956,2012-09-20,Fall,0,Thursday,1,1,0.5,0.4848,0.68,0.0896,44,746,790,September,2012
14957,2012-09-20,Fall,0,Thursday,1,1,0.56,0.5303,0.6,0.0896,25,330,355,September,2012
14958,2012-09-20,Fall,0,Thursday,1,1,0.58,0.5455,0.53,0.0896,33,157,190,September,2012
14959,2012-09-20,Fall,0,Thursday,1,1,0.62,0.6212,0.43,0.0,37,206,243,September,2012
14960,2012-09-20,Fall,0,Thursday,1,1,0.62,0.6212,0.43,0.1343,57,233,290,September,2012
14961,2012-09-20,Fall,0,Thursday,1,1,0.64,0.6212,0.44,0.1343,68,268,336,September,2012
14962,2012-09-20,Fall,0,Thursday,1,1,0.64,0.6212,0.47,0.194,76,222,298,September,2012
14963,2012-09-20,Fall,0,Thursday,1,1,0.66,0.6212,0.47,0.194,60,231,291,September,2012
14964,2012-09-20,Fall,0,Thursday,1,1,0.64,0.6212,0.47,0.1642,72,385,457,September,2012
14965,2012-09-20,Fall,0,Thursday,1,1,0.64,0.6212,0.5,0.2239,91,885,976,September,2012
14966,2012-09-20,Fall,0,Thursday,1,1,0.6,0.6212,0.56,0.2537,119,781,900,September,2012
14967,2012-09-20,Fall,0,Thursday,1,1,0.58,0.5455,0.6,0.2239,69,534,603,September,2012
14968,2012-09-20,Fall,0,Thursday,1,1,0.56,0.5303,0.64,0.1343,57,360,417,September,2012
14969,2012-09-20,Fall,0,Thursday,1,1,0.56,0.5303,0.64,0.194,28,246,274,September,2012
14970,2012-09-20,Fall,0,Thursday,1,1,0.54,0.5152,0.73,0.1045,35,252,287,September,2012
14971,2012-09-20,Fall,0,Thursday,1,1,0.54,0.5152,0.68,0.1045,17,137,154,September,2012
14972,2012-09-21,Fall,0,Friday,1,1,0.54,0.5152,0.68,0.0,13,53,66,September,2012
14973,2012-09-21,Fall,0,Friday,1,1,0.52,0.5,0.72,0.0,11,38,49,September,2012
14974,2012-09-21,Fall,0,Friday,1,1,0.52,0.5,0.72,0.0,6,8,14,September,2012
14975,2012-09-21,Fall,0,Friday,1,1,0.5,0.4848,0.77,0.0896,1,11,12,September,2012
14976,2012-09-21,Fall,0,Friday,1,1,0.5,0.4848,0.77,0.0,1,9,10,September,2012
14977,2012-09-21,Fall,0,Friday,1,1,0.5,0.4848,0.82,0.0,2,47,49,September,2012
14978,2012-09-21,Fall,0,Friday,1,1,0.5,0.4848,0.77,0.0896,19,146,165,September,2012
14979,2012-09-21,Fall,0,Friday,1,1,0.52,0.5,0.77,0.0,35,468,503,September,2012
14980,2012-09-21,Fall,0,Friday,1,1,0.54,0.5152,0.73,0.1343,31,726,757,September,2012
14981,2012-09-21,Fall,0,Friday,1,1,0.58,0.5455,0.68,0.1343,35,348,383,September,2012
14982,2012-09-21,Fall,0,Friday,1,1,0.62,0.6061,0.61,0.2239,44,181,225,September,2012
14983,2012-09-21,Fall,0,Friday,1,1,0.66,0.6212,0.57,0.2239,79,242,321,September,2012
14984,2012-09-21,Fall,0,Friday,1,1,0.68,0.6364,0.57,0.1642,84,305,389,September,2012
14985,2012-09-21,Fall,0,Friday,1,1,0.7,0.6515,0.54,0.1642,105,316,421,September,2012
14986,2012-09-21,Fall,0,Friday,1,1,0.7,0.6515,0.54,0.2985,113,299,412,September,2012
14987,2012-09-21,Fall,0,Friday,1,1,0.7,0.6515,0.54,0.2239,90,333,423,September,2012
14988,2012-09-21,Fall,0,Friday,1,1,0.7,0.6515,0.54,0.194,103,464,567,September,2012
14989,2012-09-21,Fall,0,Friday,1,1,0.68,0.6364,0.57,0.2836,107,739,846,September,2012
14990,2012-09-21,Fall,0,Friday,1,1,0.66,0.6212,0.61,0.2537,106,699,805,September,2012
14991,2012-09-21,Fall,0,Friday,1,1,0.64,0.6061,0.65,0.2537,95,493,588,September,2012
14992,2012-09-21,Fall,0,Friday,1,1,0.62,0.6061,0.69,0.194,54,315,369,September,2012
14993,2012-09-21,Fall,0,Friday,1,1,0.6,0.5909,0.73,0.2537,46,266,312,September,2012
14994,2012-09-21,Fall,0,Friday,1,1,0.6,0.5909,0.73,0.194,47,248,295,September,2012
14995,2012-09-21,Fall,0,Friday,1,1,0.6,0.5909,0.73,0.3284,23,163,186,September,2012
14996,2012-09-22,Fall,0,Saturday,0,1,0.6,0.5909,0.73,0.2836,32,140,172,September,2012
14997,2012-09-22,Fall,0,Saturday,0,1,0.58,0.5455,0.83,0.2985,18,106,124,September,2012
14998,2012-09-22,Fall,0,Saturday,0,1,0.56,0.5303,0.88,0.2537,10,73,83,September,2012
14999,2012-09-22,Fall,0,Saturday,0,1,0.56,0.5303,0.83,0.2836,6,39,45,September,2012
15000,2012-09-22,Fall,0,Saturday,0,1,0.56,0.5303,0.83,0.2836,5,10,15,September,2012
15001,2012-09-22,Fall,0,Saturday,0,1,0.56,0.5303,0.83,0.3284,2,15,17,September,2012
15002,2012-09-22,Fall,0,Saturday,0,1,0.56,0.5303,0.83,0.2985,6,35,41,September,2012
15003,2012-09-22,Fall,0,Saturday,0,1,0.58,0.5455,0.78,0.2537,7,70,77,September,2012
15004,2012-09-22,Fall,0,Saturday,0,1,0.6,0.5909,0.73,0.2985,21,197,218,September,2012
15005,2012-09-22,Fall,0,Saturday,0,1,0.64,0.6061,0.69,0.2537,88,289,377,September,2012
15006,2012-09-22,Fall,0,Saturday,0,1,0.66,0.6212,0.65,0.3284,124,350,474,September,2012
15007,2012-09-22,Fall,0,Saturday,0,1,0.7,0.6515,0.58,0.2836,189,437,626,September,2012
15008,2012-09-22,Fall,0,Saturday,0,1,0.72,0.6667,0.54,0.2985,228,460,688,September,2012
15009,2012-09-22,Fall,0,Saturday,0,1,0.74,0.6667,0.51,0.3582,273,434,707,September,2012
15010,2012-09-22,Fall,0,Saturday,0,1,0.76,0.6818,0.48,0.2836,250,404,654,September,2012
15011,2012-09-22,Fall,0,Saturday,0,1,0.74,0.6667,0.48,0.3881,307,443,750,September,2012
15012,2012-09-22,Fall,0,Saturday,0,1,0.74,0.6667,0.51,0.3284,253,427,680,September,2012
15013,2012-09-22,Fall,0,Saturday,0,1,0.74,0.6667,0.51,0.3284,195,451,646,September,2012
15014,2012-09-22,Fall,0,Saturday,0,1,0.72,0.6667,0.54,0.2836,171,427,598,September,2012
15015,2012-09-22,Fall,0,Saturday,0,1,0.7,0.6515,0.58,0.194,99,308,407,September,2012
15016,2012-09-22,Fall,0,Saturday,0,1,0.7,0.6515,0.54,0.2537,76,249,325,September,2012
15017,2012-09-22,Fall,0,Saturday,0,1,0.64,0.6212,0.57,0.2537,59,202,261,September,2012
